SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
BCA,BAJA CALIFORNIA,TIJUANA,07LGO-69,Lago,69.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07LMS-69,La Mesa,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07MAB-69,Mabamex,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07MEP-230,Metropoli Potencia,230.0,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07MEP-69,Metropoli Potencia,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07MSN-115,Mision,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,1.0,ENSENADA,ENSENADA
BCA,BAJA CALIFORNIA,TIJUANA,07MXC-69,Mexico,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07NEL-69,Nellcor,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PAF-69,Pacifico,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PAP-69,Panamericana Potencia,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PJZ-115,Presidente Juarez,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,5.0,PLAYAS DE ROSARITO,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PJZ-230,Presidente Juarez,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,5.0,PLAYAS DE ROSARITO,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PNM-115,Panamericana,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07PNU-115,Puerto Nuevo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,5.0,PLAYAS DE ROSARITO,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07POP-115,Popotla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,5.0,PLAYAS DE ROSARITO,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07RII-69,Rio,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07RSI-69,RSI Home Product,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07RUB-69,Rubi,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07SED-69,SEDUE,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07SHA-115,Sharp,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07SIO-69,Seminario,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TCD-69,Tecate Dos,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,3.0,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TCT-69,Tecate,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,3.0,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TEE-69,Tecolote,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TJD-69,Subestacion Tijuana,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TJI-69,Tijuana Uno,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07TOY-230,Toyota,230.0,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,3.0,TECATE,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07UND-69,Universidad,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VAS-69,P. I. Valle Sur,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VIG-69,Carga particular en linea de transmision HMO-63240-INA,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,4.0,TIJUANA,TIJUANA
BCA,BAJA CALIFORNIA,TIJUANA,07VPM-69,Valle de Palmas,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COSTA,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,2.0,BAJA CALIFORNIA,3.0,TECATE,TIJUANA
BCA,No Aplica,No Aplica,07IVY-230,Imperial Valley,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
BCA,No Aplica,No Aplica,07OMS-230,Otay Mesa,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07DOM-115,Santo Domingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,1.0,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07GAO-115,Central Termica Gral. Agustin Olachea,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,1.0,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07INS-115,Insurgentes,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,1.0,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07LAP-115,Las Pilas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,1.0,COMONDU,LA PAZ
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07LRO-115,Loreto,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,9.0,LORETO,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07PES-115,Puerto Escondido,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,9.0,LORETO,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,CONSTITUCION,07VIO-115,Villa Constitucion,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,CONSTITUCION,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,1.0,COMONDU,CONSTITUCION
BCS,BAJA CALIFORNIA SUR,LA PAZ,07BLE-115,Bledales,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07CAR-115,Camino Real,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA ,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07COR-230,Coromuel,230.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07ETR-115,El Triunfo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07LPZ-115,La Paz,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07OLA-115,Olas Altas,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA ,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07PAA-115,Palmira,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07PUP-115,Punta Prieta,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07RCO-115,El Recreo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LA PAZ,07RFO-115,Rofomex,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LA PAZ,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,3.0,LA PAZ,LA PAZ
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07ASJ-115,Aeropuerto San Jose del Cabo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAB-115,Cabo  Bello,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAD-115,Cabo San Lucas Dos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAF-115,Cabo Falso,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CAS-115,Cabo del Sol,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07CRE-115,Cabo Real,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07DLC-115,Desaladora Los Cabos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07PML-115,Palmilla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07SJC-115,San Jose del Cabo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07SNT-115,Santiago,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
BCS,BAJA CALIFORNIA SUR,LOS CABOS,07TCB-115,Turbogas Los Cabos,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LA PAZ,BAJA CALIFORNIA,LOS CABOS,BAJA CALIFORNIA,3.0,BAJA CALIFORNIA SUR,8.0,LOS CABOS,LOS CABOS
SIN,CENTRAL,CENTRO ORIENTE,01AAN-85,Actopan,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,3.0,ACTOPAN,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ACS-230,Aceros Corsa,230.0,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,15.0,MEXICO,104.0,TLALNEPANTLA DE BAZ,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ANL-85,Atotonilco,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,13.0,ATOTONILCO DE TULA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ARX-230,Armex,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,15.0,MEXICO,121.0,CUAUTITLAN IZCALLI,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01ASK-230,ASF-K Mexico,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13.0,HIDALGO,61.0,TEPEAPULCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CCZ-230,Cementera Cruz Azul,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,55.0,SANTIAGO DE ANAYA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CEA-85,Cementos Apaxco,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,15.0,MEXICO,10.0,APAXCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CFZ-85,Cementos Fortaleza,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,55.0,SANTIAGO DE ANAYA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01CRM-85,Carmen,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21.0,PUEBLA,8.0,AHUAZOTEPEC,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01DCA-85,Dos Carlos,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,51.0,MINERAL DE LA REFORMA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01IRO-230,Irolo,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13.0,HIDALGO,61.0,TEPEAPULCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JAS-85,Jasso,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JRB-230,Jorobas,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01JUA-85,Juando,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,65.0,TETEPANGO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01LFG-230,Lafarge,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,13.0,ATOTONILCO DE TULA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01NEC-85,Necaxa,85.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21.0,PUEBLA,71.0,HUAUCHINANGO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01OTM-230,Otumba Maniobras,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,CENTRO ORIENTE,CENTRO ORIENTE,15.0,MEXICO,65.0,OTUMBA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PAC-85,Pachuca,85.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,48.0,PACHUCA DE SOTO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PHC-230,Papeles higienicos del Centro,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13.0,HIDALGO,61.0,TEPEAPULCO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PIR-85,Parque Industrial Reforma,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,51.0,MINERAL DE LA REFORMA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PQI-115,Parque Industrial,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,63.0,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PTL-85,Patla,85.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21.0,PUEBLA,91.0,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01PYG-230,Procter and Gamble,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01RAT-230,Planta de Aguas Residuales Atotonilco,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,63.0,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01SAO-85,Salto,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21.0,PUEBLA,91.0,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01STU-115,Santiago Tlautla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,63.0,TEPEJI DEL RIO DE OCAMPO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TCC-230,Tula Ciclo Combinado,230.0,Directamente Modelada,No Aplica,Directamente Modelada,Indirectamente Modelada,METROPOLITANA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TEP-85,Tepexic,85.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,21.0,PUEBLA,91.0,JUAN GALINDO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TIZ-230,Tizayuca,230.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PACHUCA,CENTRAL,PACHUCA,CENTRO ORIENTE,13.0,HIDALGO,69.0,TIZAYUCA,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TLG-85,Tulancingo,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULANCINGO,CENTRO ORIENTE,13.0,HIDALGO,77.0,TULANCINGO DE BRAVO,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TLT-85,Tolteca,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PACHUCA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
SIN,CENTRAL,CENTRO ORIENTE,01TUL-230,Tula,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,METROPOLITANA,CENTRAL,TULA,CENTRO ORIENTE,13.0,HIDALGO,76.0,TULA DE ALLENDE,CENTRAL
