SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,NORTE,LAGUNA,05CLA-115,Complejo Lala,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05CRN-115,Coronel,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,Indirectamente Modelada,LAGUNA,NORTE,TORREON,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05CZU-115,Chavez,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,9.0,FRANCISCO I. MADERO,LAGUNA
SIN,NORTE,LAGUNA,05DGN-115,Diagonal,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05DIN-115,Dinamita,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05DPH-115,Delphi,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05EDU-115,Escuadron 201,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,17.0,MATAMOROS,LAGUNA
SIN,NORTE,LAGUNA,05ELP-115,El Pilar,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,36.0,TLAHUALILO,LAGUNA
SIN,NORTE,LAGUNA,05ELV-115,El Vergel,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05EZT-115,Emiliano Zapata,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,36.0,VIESCA,LAGUNA
SIN,NORTE,LAGUNA,05FRC-115,Francke,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05FZA-115,Francisco Zarco,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05GPL-115,Gomez Palacio,115.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05GPL-230,Gomez Palacio,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05JAR-115,Jardin,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,12.0,LERDO,LAGUNA
SIN,NORTE,LAGUNA,05JND-115,John Deere,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05LAL-115,Lala,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05LED-230,Lerdo,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,12.0,LERDO,LAGUNA
SIN,NORTE,LAGUNA,05LGA-115,La Laguna,115.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05LGD-115,Laguna Dos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05LGM-115,Leon Guzman,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,12.0,LERDO,LAGUNA
SIN,NORTE,LAGUNA,05LJT-115,Lajat,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05LRE-115,Laguna Del Rey,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,23.0,OCAMPO,LAGUNA
SIN,NORTE,LAGUNA,05LRT-115,La Rosita,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,17.0,MATAMOROS,LAGUNA
SIN,NORTE,LAGUNA,05LSC-115,Laguna Seca,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,36.0,VIESCA,LAGUNA
SIN,NORTE,LAGUNA,05MAT-115,Matamoros,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,17.0,MATAMOROS,LAGUNA
SIN,NORTE,LAGUNA,05MAU-115,Minera Autlan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05MAY-115,Mayran,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,33.0,SAN PEDRO,LAGUNA
SIN,NORTE,LAGUNA,05MIR-115,Miravalle,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05MMI-115,Maniobras Mieleras,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,Indirectamente Modelada,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05MVI-400,Cuadro de Maniobras Villa Nueva,400.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05PDA-115,Pedricena,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,4.0,CUENCAME,LAGUNA
SIN,NORTE,LAGUNA,05PEL-230,Penoles,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05PHS-115,Philips,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05PLA-115,Paila,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,24.0,PARRAS,LAGUNA
SIN,NORTE,LAGUNA,05PPR-115,Popular,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05PRA-115,Parras,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,24.0,PARRAS,LAGUNA
SIN,NORTE,LAGUNA,05PSA-115,Paso Del Aguila,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05REM-115,Regio Marmol,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05RLU-115,Rancho Lucero,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05SCT-115,Sacramento,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,7.0,GOMEZ PALACIO,LAGUNA
SIN,NORTE,LAGUNA,05SPD-115,San Pedro,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,33.0,SAN PEDRO,LAGUNA
SIN,NORTE,LAGUNA,05TAK-115,Takata,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05TMA-115,Tres Manantiales,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,9.0,FRANCISCO I. MADERO,LAGUNA
SIN,NORTE,LAGUNA,05TOT-115,Torreon Oriente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05TRR-115,Torreon,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05VAE-115,Valle Verde,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,TORREON,NORTE,5.0,COAHUILA DE ZARAGOZA,35.0,TORREON,LAGUNA
SIN,NORTE,LAGUNA,05YMO-115,Yermo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,LAGUNA,NORTE,GOMEZ PALACIO,NORTE,10.0,DURANGO,13.0,MAPIMI,LAGUNA
SIN,OCCIDENTAL,AGUASCALIENTES,03AGN-115,Aguascalientes Norte,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03AGO-115,Agostaderito,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03AGP-115,Aguascalientes Poniente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03AGS-115,Aguascalientes,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03AIS-115,Alfa Nissan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03ALF-115,Nissan Mexicana,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03APT-115,Aguascalientes Potencia,115.0,Directamente Modelada,No Aplica,Directamente Modelada,Indirectamente Modelada,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03ASS-115,Aguascalientes Sur,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03ASU-115,Asuncion,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03AYU-115,Ayuntamiento,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03BLA-115,Bolaños,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,ZACATECAS,BAJIO,14.0,JALISCO,19.0,BOLAÑOS,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03BOL-115,Min y Minas Mexicana,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03CUB-115,Cumbres,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03CVO-115,Calvillo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,3.0,CALVILLO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03CZA-230,Cruz Azul,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,5.0,JESUS MARIA,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03ENC-115,Encarnacion de Diaz,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,14.0,JALISCO,35.0,ENCARNACION DE DIAZ,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03GOP-115,Gomez Portugal,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,5.0,JESUS MARIA,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03ISF-115,Industrial San Francisco,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,11.0,SAN FRANCISCO DE LOS ROMO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03JAP-115,Jalpa,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,32.0,ZACATECAS,19.0,JALPA,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03JAT-115,Jatco Mexico,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03JTC-115,Jatco,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03KDA-230,Cañada,230.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03KIT-115,Kitagawa de Mexico,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03LOR-115,Loreto,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,2.0,ASIENTOS,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03MAH-115,Mahle Comp Motor Mex,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03MDM-115,Moto Diesel Mexicana,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03MRE-115,Morelos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03MRS-115,Las Margaritas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,5.0,JESUS MARIA,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03MSL-230,Maniobras Solem,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,10.0,EL LLANO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03NSS-115,Nissan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03OJU-115,Ojuelos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,14.0,JALISCO,64.0,OJUELOS DE JALISCO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03OMG-115,Omega,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03PAB-115,Pabellon,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,6.0,PABELLON DE ARTEAGA,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03PAO-115,Palo Alto,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,10.0,EL LLANO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03PEN1115,Peñuelas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03SFC-115,Mina Santa Francisca,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,2.0,ASIENTOS,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03SFR-115,San Francisco de los Romos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,11.0,SAN FRANCISCO DE LOS ROMO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03STE-115,El Salitre,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,3.0,CALVILLO,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03TAG-115,Tecnologico Aguascalientes,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03TAY-115,El Taray,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03TCN-115,El Tecuan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,14.0,JALISCO,35.0,ENCARNACION DE DIAZ,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03TLO-115,Tlaltenango,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,ZACATECAS,BAJIO,32.0,ZACATECAS,48.0,TLALTENANGO DE SANCHEZ ROMAN,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03TXS-115,Texas Intruments,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03VJU-115,Villa Juarez,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,2.0,ASIENTOS,AGUASCALIENTES
SIN,OCCIDENTAL,AGUASCALIENTES,03VQM-230,Vaquerias Maniobras,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,CENTRO NORTE,OCCIDENTE,AGUASCALIENTES,BAJIO,1.0,AGUASCALIENTES,1.0,AGUASCALIENTES,AGUASCALIENTES
SIN,OCCIDENTAL,APATZINGAN,03ADR-69,Ario de Rosales,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,APATZINGAN,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,9.0,ARIO,CARAPAN
SIN,OCCIDENTAL,APATZINGAN,03ANN-115,"Antunez, Micoacan.",115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,BUENAVISTA,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,12.0,BUENAVISTA,CARAPAN
SIN,OCCIDENTAL,APATZINGAN,03APZ-115,Apatzingan uno,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,APATZINGAN,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,6.0,APATZINGAN,CARAPAN
SIN,OCCIDENTAL,APATZINGAN,03CBN-69,Cobano,69.0,Directamente Modelada,No Aplica,Directamente Modelada,Indirectamente Modelada,CENTRO OCCIDENTE,OCCIDENTE,APATZINGAN,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,33.0,GABRIEL ZAMORA,CARAPAN
SIN,OCCIDENTAL,APATZINGAN,03CCR-115,Crucero,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,APATZINGAN,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,6.0,APATZINGAN,CARAPAN
SIN,OCCIDENTAL,APATZINGAN,03CHC-69,Cerro Hueco,69.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,CENTRO OCCIDENTE,OCCIDENTE,APATZINGAN,CENTRO OCCIDENTE,16.0,MICHOACAN DE OCAMPO,82.0,TACAMBARO,CARAPAN
